id,item_name,carry_on_allowed,checked_baggage_allowed,notes,item_name_EN,notes_EN,source
408,고형 식품,예,예,고체 식품(액체 또는 젤이 아닌)은 기내 또는 위탁 수하물로 운송할 수 있습니다.,Solid Foods,Solid food items (not liquids or gels) can be transported in either your carry-on or checked baggage.,TSA
409,고체 화장품,예,예,"350ml가 넘는 분말류는 엑스레이 검사를 위해 별도의 통에 넣어야 합니다. 추가 선별 검사가 필요할 수 있으며, 용기를 열어야 할 수도 있습니다. 편의를 위해 350ml가 넘는 필수 분말은 위탁 수하물에 넣는 것을 권장합니다.",Solid Makeup,"Powder-like substances greater than 12 oz. / 350 mL must be placed in a separate bin for X-ray screening. They may require additional screening and containers may need to be opened. For your convenience, we encourage you to place non-essential powders greater than 12 oz. in checked bags.",TSA
410,수프,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Soups,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
411,스파클라,아니요,아니요,NULL,Sparklers,NULL,TSA
412,스피커,예,예,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Speakers,"For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
413,작살총,아니요,예,NULL,Spear Guns,NULL,TSA
414,향신료 (건조),예,예,"고체 식품(액체 또는 젤이 아닌)은 기내 또는 위탁 수하물로 운송할 수 있습니다. 100ml보다 큰 액체 또는 젤 형태의 식품은 기내 수하물에 허용되지 않으며, 가능한 경우 위탁 수하물에 넣어야 합니다.",Spices (dry),Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags and should be placed in your checked bags if possible.,TSA
415,유출 가능한 배터리,아니요,아니요,휠체어를 제외하고.,Spillable Batteries,Except those in wheelchairs.,TSA
416,스포츠 클리트,예,예,"비행기 기내에서는 몽둥이(예: 야구 방망이, 곤봉 등)로 사용될 수 있는 스포츠 장비가 금지되어 있으며 위탁 수하물로 운송해야 합니다.",Sports Cleats,Sports equipment that can be used as a bludgeon (such as bats and clubs) is prohibited in the cabin of the plane and must be transported in your checked baggage.,TSA
417,스프레이 페인트,아니요,아니요,NULL,Spray Paint,NULL,TSA
418,스프레이 전분,아니요,아니요,NULL,Spray Starch,NULL,TSA
419,스테이플러,예,예,NULL,Staplers,NULL,TSA
420,스타터 권총,아니요,예 (특별 지침),"위탁 수하물에 운반되는 스타터 권총은 장전되지 않은 상태로 잠긴 딱딱한 용기에 포장하고, 체크인 시 항공사에 신고해야 합니다. 위탁 수하물에 총기 반입이 허용되는지 항공사에 확인하십시오. 총기 여행에 대한 지침을 읽으십시오.",Starter Pistols,"Starter pistols carried in checked bags must be unloaded, packed in a locked hard-sided container, and declared to the airline at check-in. Check with your airline to see if they allow firearms in checked bags.Read the guidelinesfor traveling with firearms.",TSA
421,앞코가 철로 된 부츠,예,예,보안 담당관이 가방을 명확하게 살펴보고 추가 검사 필요성을 줄이기 위해 가방을 깔끔하게 포장하는 것이 좋습니다.,Steel Toe Boots,"To help officers get a clear look at your bag and reduce the need for additional screening, we suggest you pack your bag in neat layers.",TSA
422,장식핀,예,예,NULL,Stick Pins,NULL,TSA
423,동물 인형,예,예,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Stuffed Animals,"For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
424,전기충격기/테이저,아니요,예 (특별 지침),"테이저, 기절총 및 전기 충격 무기는 우발적으로 작동하지 않도록 비활성화된 상태로 운송해야 합니다. 이 장치 중 일부는 리튬 배터리로 만들어집니다.",Stun Guns/Shocking Devices,"Tasers, Stun Guns, and Electro-Shock Weapons (Conducted Electrical Weapons) must be transported in a manner that renders the device inoperable from accidental discharge. Some of these devices are manufactured with lithium batteries.",TSA
425,선크림,예 (3.4oz/100 ml 이상 또는 동일),예,위탁 수하물에 에어로졸을 포함한 의약품 및 화장품의 총량을 제한합니다. 1인당 총량은 2kg 또는 2L를 초과할 수 없습니다. 각 용기의 용량은 0.5kg 또는 500ml를 초과해서는 안 됩니다.,Sunscreen,"The FAA limits the total amount of restricted medicinal and toiletry articles, including aerosols, in checked baggage. The total aggregate quantity per person cannot exceed 2 kg (70 ounces) or 2 L (68 fluid ounces). The capacity of each container must not exceed 0.5 kg (18 ounces) or 500 ml (17 fluid ounces). See theFAA regulationsfor more information.",TSA
426,보충제,예,예,NULL,Supplements,NULL,TSA
427,"지지용 보조기 (무릎, 발목, 손목, 허리 등)",예,예,NULL,"Support Braces (Knee, Ankle, Wrist, Back)",NULL,TSA
428,과전압 보호기,예,예,NULL,Surge Protector,NULL,TSA
429,스위스 아미 나이프,아니요,예,플라스틱 또는 둥근 날의 버터 나이프를 제외하고.,Swiss Army Knife,Except for plastic or round bladed butter knives.,TSA
430,검,아니요,예,펜싱 호일을 포함한 무기 절단 또는 찌르기.,Swords,"Cutting or thrusting weapons, including fencing foils.",TSA
431,태블릿,예,예,NULL,Tablets,NULL,TSA
432,전술 펜,아니요,예,NULL,Tactical Pen,NULL,TSA
433,타말레,예,예,NULL,Tamales,NULL,TSA
434,탐폰,예,예,NULL,Tampons,NULL,TSA
435,줄자,예,예,NULL,Tape Measures,NULL,TSA
436,타투 머신,예 (특별 지침),예 (특별 지침),리튬 금속 또는 리튬 이온 배터리가 포함된 장치는 기내 수하물로 운반해야 합니다. 배터리가 포함된 대부분의 다른 소비자 장치는 기내 및 위탁 수하물로 모두 허용됩니다.,Tattoo Guns,Devices containing lithium metal or lithium ion batteries should be carried in carry-on baggage. ?Most other consumer devices containing batteries are allowed in carry-on and checked baggage.,TSA
437,타투 잉크,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Tattoo Inks,NULL,TSA
438,차 (티백 또는 잎차),예,예,"고체 식품(액체 또는 젤이 아닌)은 기내 또는 위탁 수하물로 운송할 수 있습니다. 100ml보다 큰 액체 또는 젤 형태의 식품은 기내 수하물에 허용되지 않으며, 가능한 경우 위탁 수하물에 넣어야 합니다.",Tea (dry tea bags or loose tea leaves),Solid food items (not liquids or gels) can be transported in either your carry-on or checked bags. Liquid or gel food items larger than 3.4 oz are not allowed in carry-on bags and should be placed in your checked bags if possible.,TSA
439,차 주전자,예,예,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Tea Kettle,"For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
440,최루 가스,아니요,아니요,최루 가스가 2% 이상 포함된 자기 방어 스프레이는 기내 및 위탁 수하물 모두에서 금지됩니다.,Tear Gas,Self-defense sprays containing more than 2% by mass of Tear Gas are prohibited in both carry-on and checked baggage.,TSA
441,텔레비전,예,예,전자 제품은 조심스럽게 포장하고 모든 코드가 잘 정리되어 있는지 확인하세요. 고가이거나 깨지기 쉬운 전자 제품은 위탁 수하물보다는 기내 수하물에 포장하는 것이 좋습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Television,"Please carefully pack your electronics items and make sure all cords are wrapped. While you can pack expensive, fragile electronics items in checked or carry-on bags, we recommend packing them in your carry-on. For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
442,테니스 라켓,예,예,NULL,Tennis Rackets,NULL,TSA
443,전기 자극기 (TENS 장치),예 (특별 지침),예 (특별 지침),"TENS(경피 전기 신경 자극) 장치는 기내 및 위탁 수하물 모두에서 허용됩니다. 의사가 특정 TENS 장치가 엑스레이를 통과해서는 안 된다고 말한 경우, 대체 보안 검색을 받을 수 있도록 보안 담당관에게 알려야 합니다. 보안 검색을 보다 효율적으로 통과하기 위해 휴대용 가방에서 TENS 장치를 꺼내 별도의 통에 넣어 보안 담당관이 명확하게 볼 수 있도록 하는 것이 좋습니다. 리튬 금속 또는 리튬 이온 배터리가 포함된 사전은 기내 수하물로 운반해야 합니다. 배터리를 포함하는 대부분의 다른 소비자 전자 장치는 기내 및 위탁 수하물로 허용됩니다.",TENS unit,"TENS (Transcutaneous electrical nerve stimulation) units are allowed in both carry-on and checked bags. If your doctor has told you that your specific TENS unit shouldn't go through an X-ray, you should notify the TSA officer so they can conduct alternate screening. To help you get through security more efficiently, remove your TENS unit from your carry-on bag and put it in the screening bin so the TSA officer can get a clear view of it. For more information, see TSAspecial procedures.Devices containing lithium metal or lithium ion batteries should be carried in carry-on baggage. ?Most other consumer electronic devices containing batteries are allowed in carry-on and checked baggage.",TSA
444,텐트,항공사로 확인하십시오,항공사로 확인하십시오,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Tent,"You may transport this item in carry-on or checked bags. For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
445,텐트 폴대,예 (특별 지침),예,일반적으로 텐트 폴은 기내 또는 위탁 수하물로 허용됩니다. 그러나 물품이 일반적으로 허용되더라도 보안 담당관은 물품이 보안 검색대를 통과하도록 허용할지에 대한 최종 결정을 내립니다.,Tent Poles,"Generally, tent poles are allowed in carry-on or checked bags. Please note however that even if an item is generally allowed, our officers make the final decision on whether an item is allowed through the checkpoint.",TSA
446,텐트 스파이크,아니요,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우고 안전하게 포장해야 합니다.,Tent Spikes,Any sharp objects in checked baggage should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
447,수리검,아니요,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우고 안전하게 포장해야 합니다.,Throwing Stars,Any sharp objects in checked baggage should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
448,수제담배,예,예,NULL,Tobacco,NULL,TSA
449,담배 파이프,예,예,NULL,Tobacco Pipes,NULL,TSA
450,도구,예 (특별 지침),예 (특별 지침),7인치(약 18cm) 미만의 공구는 기내 수하물에 허용됩니다. 7인치 이상의 전동 공구 및 기타 모든 공구는 위탁 수하물에 포장해야 합니다.,Tools,Tools 7 inches or shorter may be allowed in carry-on baggage. Power tools and all other tools greater than 7 inches must be packed in your checked baggage.,TSA
451,칫솔,예,예,NULL,Toothbrush,NULL,TSA
452,치약,예 (3.4oz/100 ml 이상 또는 동일),예,NULL,Toothpaste,NULL,TSA
453,토르티야 프레스,예,예,NULL,Tortilla Press,NULL,TSA
454,장난감 총과 무기,예 (특별 지침),예,"이러한 유형의 장난감은 일반적으로 허용되지만 위탁 수하물에 포장하는 것이 좋습니다. 총기, 너프건, 장난감 칼 또는 현실적인 총기나 무기와 유사한 기타 물품은 금지됩니다. 3-1-1 액체 규정을 따라야 하는 물총은 물을 비우는 것이 좋습니다. 손 수류탄과 같은 폭발물의 복제품은 위탁 및 기내 수하물 모두에서 금지됩니다. 보안 담당관은 보안 위협이 된다고 생각하는 경우 보안 검색대를 통해 물품 반입을 금지할 재량권이 있습니다.",Toy Guns and Weapons,"While these types of toys are generally permitted, we recommend that you pack them in your checked baggage. Squirt guns, Nerf guns, toy swords, or other items that resemble realistic firearms or weapons are prohibited. We recommend emptying water guns, which must follow the3-1-1 Liquids Rule.?Replicas of explosives, such as hand grenades, are prohibited in checked and carry-on baggage. TSA officers have the discretion to prohibit any item through the screening checkpoint if they believe it poses a security threat.",TSA
455,장난감 로봇,예,예,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Toy Robots,"For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
456,성인용 장난감,예,예,NULL,Toys (Adult),NULL,TSA
457,삼각대,예,예,NULL,Tripods,NULL,TSA
458,트로피,예,예,NULL,Trophy,NULL,TSA
459,테레빈유 및 페인트 희석제,아니요,아니요,NULL,Turpentine and Paint Thinner,NULL,TSA
460,족집게,예,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우고 안전하게 포장해야 합니다.,Tweezers,Any sharp objects in checked baggage should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors.,TSA
461,우산,예 (특별 지침),예,우산은 기내 수하물로 허용됩니다. 모든 크기 또는 무게 제한은 항공사에 확인하십시오.,Umbrellas,Umbrellas are allowed in carry-on bags. Please check with your airline for any size or weight restrictions.,TSA
462,사용되지 않은 주사기,예 (특별 지침),예,사용되지 않은 주사기는 주사 가능한 약물을 동반할 때 허용됩니다. 보안 검색대에서 보안 담당관에게 이러한 물품을 미리 알려야 합니다. 보안 절차를 원활하게 하기 위해 약물에 표시하는 것이 좋습니다.,Unused Syringes,"Unused syringes are allowed when accompanied?by injectable medication. You must declare these items?to security officers at the checkpoint for inspection. We recommend, but do not require, that your medications be labeled to facilitate the security process.",TSA
463,사용된 주사기,예 (특별 지침),예,날카로운 물품 처리 용기 또는 기타 유사한 딱딱한 용기로 운반할 때 사용된 주사기가 허용됩니다.,Used Syringes,Used syringes are allowed when transported in Sharps disposal container or other similar hard-surface container.,TSA
464,식기류,예,예,플라스틱 또는 둥근 날의 버터 나이프를 제외한 칼은 기내 가방에 허용되지 않습니다.,Utensils,"Knives, except for plastic or round-bladed butter knives, are not allowed in carry-on bags.",TSA
465,유틸리티 나이프/나이프,아니요,예,수하물 처리 및 검사원의 부상을 방지하기 위해 위탁 수하물에 있는 날카로운 물품은 덮개를 씌우거나 단단하게 포장해야 합니다. 이 물품은 칼날 유무에 관계없이 위탁 수하물에 넣어야 합니다.,Utility Knives/Knife,Any sharp objects in checked bags should be sheathed or securely wrapped to prevent injury to baggage handlers and inspectors. These items are required to be placed in checked bags with or without blades.,TSA
466,로봇 청소기,예,예,NULL,Vacuum Robots,NULL,TSA
467,진공 포장 봉투,예 (특별 지침),예 (특별 지침),진공 포장 의류 가방은 허용되지만 권장되지 않습니다. 경보가 울릴 경우 보안 담당관이 검사를 위해 열어야 할 수도 있습니다.,Vacuum-sealed bags,"Vacuum-sealed clothes bags are allowed but not encouraged. If they alarm, the TSA officer may need to open them for inspection.",TSA
468,차량 에어백,아니요,아니요,NULL,Vehicle Airbags,NULL,TSA
469,바이올린,예 (특별 지침),예 (특별 지침),악기는 기내 또는 위탁 수하물로 운송 시 보안 검색을 받아야 합니다. 기내로 운송되는 악기는 보안 검색대에서 물리적 검사가 필요할 수 있습니다. 특별한 관리나 취급이 필요한 장비의 경우 보안 담당관에게 알리십시오.,Violins,Musical instruments must undergo screening when transported as carry-on or in checked baggage. Musical instruments transported as carry-on require a physical inspection at the security checkpoint. Inform the TSA officer if your instrument requires special care and handling. Pack brass instruments in your checked baggage.,TSA
470,가상현실 기기,예,예,전자 제품은 조심스럽게 포장하고 모든 코드가 잘 정리되어 있는지 확인하세요. 고가이거나 깨지기 쉬운 전자 제품은 위탁 수하물보다는 기내 수하물에 포장하는 것이 좋습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Virtual Reality Unit,"Please carefully pack your electronics items and make sure all cords are wrapped. While you can pack expensive, fragile electronics items in checked or carry-on bags, we recommend packing them in your carry-on. For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
471,비타민,예,예,NULL,Vitamins,NULL,TSA
472,와플 기계,예,예,이 물품은 기내 또는 위탁 수하물로 운송할 수 있습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Waffle Iron,"You may transport this item in carry-on or checked baggage. For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
473,보행 보조기,예,예,NULL,Walkers,NULL,TSA
474,지팡이,예,예,무딘 팁 지팡이는 기내 또는 위탁 수하물에 허용되며 다른 물품과 같이 보안 검색을 받아야 합니다. 날카로운 팁 지팡이는 허용되지 않습니다. 물품이 일반적으로 허용되더라도 보안 담당관은 물품이 보안 검색대를 통과하도록 허용할지에 대한 최종 결정을 내립니다.,Walking Sticks,"Blunt-tipped walking sticks are allowed in carry-on or checked bags and must be screened like other property. Sharp-tipped walking sticks are not allowed carry-on items. Please note that even if an item is generally allowed, our officers make the final decision on whether an item is allowed through the checkpoint.",TSA
475,지갑 체인,예,예,NULL,Wallet Chains,NULL,TSA
476,아기용 물,예 (특별 지침),예,아기를 위한 물은 기내 수하물로 합리적인 양까지 허용됩니다. 기내 수하물에서 이 물품을 꺼내 나머지 소지품과 별도로 검사받으세요. 어린이와 함께 여행하는 것에 대한 더 많은 정보를 얻으세요.,Water for Babies,Water for babies is?allowed in reasonable quantities in carry-on bags. Remove this item from your carry-on bag to be screened separately from the rest of your belongings. Please seetraveling with childrenfor more information.,TSA
477,수은 기압계 또는 온도계,예 (특별 지침),아니요,수은이 소비자 장치보다 더 많이 포함된 기상 기압계 또는 온도계는 기상청 또는 이와 유사한 기관의 대리인만 휴대할 수 있습니다. 개인은 기내 수하물에 수은 기압계 또는 온도계가 있음을 항공사에 알려야 합니다. 온도계는 수은에 영향을 받지 않고 어떤 위치에서도 수은이 새어 나가는 것을 방지하는 강력한 내부 라이너 또는 가방으로 구성되어 있어야 합니다.,Weather Barometer or Thermometer (Mercury),"Weather Barometer or Thermometer (Mercury)These devices contain more mercury than consumer devices and may only be carried by a representative of a government weather bureau or similar agency in carry-on baggage.The individual must advise the airline of the presence of the mercury barometer or thermometer in the carry-on baggage.The thermometer must be transported in strong outer packaging having a sealed inner liner or bag constructed of strong, leak-proof and puncture-resistant material that is impervious to mercury and will prevent the escape of mercury from the package in any position. SeeFAA regulations",TSA
478,웨딩 드레스,예 (특별 지침),예 (특별 지침),"보안 검색을 위해 웨딩 드레스를 가져올 수 있지만, 보안 과정에서 보호하기 위해 의류 가방이나 기타 포장재에 안전하게 포장하는 것이 좋습니다. 또한 비행기 내 드레스 반입 정책과 기내 수하물 제한에 어떻게 맞는지 확인하기 위해 항공사에 연락하는 것이 좋습니다.",Wedding Dress,"You can bring a wedding dress through the security checkpoint for screening, but we strongly recommend that it is packed safely in a garment-style bag or other packaging to protect it during the screening process. We also recommend that you contact your airline to determine their policy for bringing and stowing the dress on the airplane, as well as how it fits into their carry-on bag limitations.",TSA
479,물티슈,예,예,NULL,Wet Wipes,NULL,TSA
480,휠체어,예,예,NULL,Wheelchairs,NULL,TSA
481,와인 병,예 (3.4oz/100 ml 이상 또는 동일),예,알코올 음료를 기내에 가져가기 전에 항공사에 문의하십시오. 규정은 승무원이 제공하지 않는 한 항공기 내에서 알코올을 섭취하는 것을 금지합니다. 또한 승무원은 술에 취한 승객에게 술을 제공할 수 없습니다.,Wine bottle,"Check with your airline before bringing any alcohol beverages on board. FAA regulations prohibit travelers from consuming alcohol on board an aircraft unless served by a flight attendant. ?Additionally, Flight Attendants are not permitted to serve a passenger who is intoxicated.",TSA
482,렌치/펜치,예 (특별 지침),예,기내 수하물에서는 7인치(약 18cm) 이상(조립 시 끝에서 끝까지 측정)이 금지됩니다. 이 물품은 위탁 수하물에 포장해야 합니다.,Wrenches/Pliers,Tools longer than 7 inches (measured from end to end when assembled) are prohibited in carry-on baggage; these items must be packed in your checked bags.,TSA
483,Xbox (엑스박스),예,예,전자 제품은 조심스럽게 포장하고 모든 코드가 잘 정리되어 있는지 확인하세요. 고가이거나 깨지기 쉬운 전자 제품은 위탁 수하물보다는 기내 수하물에 포장하는 것이 좋습니다. 물품이 오버헤드 짐칸이나 비행기 좌석 아래에 맞는지 항공사에 확인해야 합니다.,Xbox,"Please carefully pack your electronics items and make sure all cords are wrapped. While you can pack expensive, fragile electronics items in checked or carry-on bags, we recommend packing them in your carry-on. For items you wish to carry on, you should check with the airline to ensure that the item will fit in the overhead bin or underneath the seat of the airplane.",TSA
484,요가 매트,예,예,NULL,Yoga Mat,,TSA
485,요구르트,예 (3.4oz/100 ml 이상 또는 동일),예,"보안 담당관은 엑스레이 기계의 명확한 이미지를 방해할 수 있는 식품, 분말 등 물품을 기내 수하물에서 분리하도록 지시할 수 있습니다. 여행자들은 기내 수하물을 깔끔하게 정리하고 스크리닝 과정을 원활하게 하고 줄이 계속 움직일 수 있도록 유지하는 것이 좋습니다.",Yogurt,"TSA officers may instruct travelers to separate items from carry-on bags such as foods, powders, and any materials that can clutter bags and obstruct clear images on the X-ray machine. Travelers are encouraged to organize their carry-on bags and keep them uncluttered to ease the screening process and keep the lines moving.",TSA
486,헤드셋,예,예,NULL,Headset,NULL,ADD
487,이어폰,예,예,무선일 경우 작은 리튬 배터리 포함될 수 있음. 전원 꺼서 휴대,Airpod,Small lithium battery inside for wireless; power off during flight,TSA
488,전자담배 액상,예 (3.4oz/100 ml 이상 또는 동일),예,"액체 규정 준수, 100ml 이하, 투명 지퍼백에 담기",E-Liquid (Vape Juice),"Must follow TSA 3-1-1 rule (≤100 ml per container, quart-sized bag)",TSA
489,스마트태그,예,예,"소형 리튬 배터리 포함된 태그, 일반 전자기기 규정 적용",Smart Tag,Contains small lithium battery; treated as electronic device,FAA/TSA
490,일반 가방,예,예,"기내 수하물은 1개와 개인 소지품 1개가 허용됩니다. 국제선 기내 수하물은 3변의 합이 115cm 이내, 7~10kg으로 제한됩니다. 위탁 수하물은 3변의 합이 158cm 이내, 23kg으로 제한되나, 항공사 규정에 따라 달라질 수 있으니 사전 확인이 필수입니다. 좌석 위나 아래에 보관할 수 없는 가방은 위탁 수하물로 부쳐야 합니다.",General Bag,"Carry-on baggage is generally limited to one carry-on bag and one personal item (e.g., handbag, laptop bag). Size and weight restrictions: For international flights, carry-on bags are generally limited to a total of 115 cm (length + width + height) and a weight of 7-10 kg. Checked baggage: Most checked bags are limited to a total of 158 cm (length + width + height) and a weight of 23 kg, but regulations vary by airline and route, so prior confirmation is necessary. Special instructions: Bags that cannot be stored in the overhead bin or under the seat must be checked. Heavy or bulky bags may be transported as cargo.",ADD
491,물병,예 (3.4oz/100 ml 이상 또는 동일),예,액체류가 담긴 물병은 100ml 이하의 용기에 담아 1L 용량의 투명 지퍼백에 넣어야 합니다. 빈 물병은 기내 반입이 자유롭습니다.,Bottle,Bottles containing liquids must be in containers of 100 ml or less and placed in a 1-quart transparent zip-top bag. Empty bottles are allowed in carry-on baggage without restriction.,ADD
492,김치,예 (특별 지침),예 (특별 지침),"[국내선] 기내 및 위탁 수하물 반입 가능. [국제선] 기내 반입 시 개별 용기당 100ml 이하로 1인당 1L 투명 비닐 지퍼백에 한해 가능. 위탁 수하물은 용량 제한 없이 가능하나, 발효로 인한 팽창 및 내용물 유출 방지를 위해 이중 포장 등 안전한 포장이 필수입니다.",Kimchi,"[Domestic flights] Allowed in both carry-on and checked baggage. [International flights] For carry-on, individual containers must be 100ml or less, and all must fit in a single 1L transparent zip-top bag per person. For checked baggage, there are no volume limits, but secure double-packaging is essential to prevent leaks and expansion from fermentation.",ADD
493,라면,예 (특별 지침),예,"건조된 라면(컵/봉투)은 기내 및 위탁 수하물 모두 허용됩니다. 단, 액체 수프나 소스는 100ml 이하 용기에 담아야 하며, 1L 투명 지퍼백에 넣어야 기내 반입이 가능합니다.",Ramen,"Dry ramen (cup or packet) is allowed in both carry-on and checked baggage. However, liquid sauces and soups must be in containers of 100 ml or less and must fit in a 1L transparent zip-top bag to be allowed in a carry-on.",ADD
494,여권,예,아니요,여권의 경우 절대 수하물에 넣어 비행기에 탑승하지 마세요. 입출국 과정에 여권이 필수적으로 필요합니다.,Passport,"For passports, never put them in your checked baggage. A passport is essential for the entry and exit process.",yolo
495,캐리어,예,예,기내 반입과 위탁 수하물의 크기 및 무게 제한을 항공사 규정에서 확인하세요.,suitcase,Please check the airline's regulations for size and weight limits on both carry-on and checked baggage.,yolo
496,소스(장),예 (3.4oz/100 ml 이상 또는 동일),예,"소스(장)류는 액체류에 해당하므로 기내 반입 시 100ml 이하 용기에 담아 1L 투명 지퍼백에 넣어야 합니다. 위탁 수하물의 경우 용량 제한은 없지만, 발효로 인해 용기가 팽창하거나 내용물이 유출될 수 있으므로 안전하고 밀폐된 용기에 포장하는 것이 중요합니다.",Sauce (Fermented Paste),"Fermented pastes are considered liquids. For carry-on, they must be in containers of 100 ml or less and placed in a 1L transparent zip-top bag. For checked baggage, there are no volume limits, but it is important to pack them in a secure, airtight container to prevent expansion or leakage from fermentation.",yolo
497,튜브(액체),예 (3.4oz/100 ml 이상 또는 동일),예,"튜브에 담긴 치약, 화장품 등 모든 액체·겔류는 기내 반입 시 용기당 100ml 이하로 1L 투명 지퍼백에 넣어야 합니다. 위탁 수하물에는 용량 제한이 없으나, 내용물 유출 방지를 위해 안전하게 포장해야 합니다.",Tube (Liquid),"Any liquid or gel, such as toothpaste or cosmetics, in a tube must be in a container of 100ml or less and placed in a 1L transparent zip-top bag for carry-on. There are no volume limits for checked baggage, but it must be securely packed to prevent leaks.",yolo
498,안경,예,예,NULL,Glasses,NULL,yolo
499,지갑,예,예,NULL,Wallet,NULL,TSA
500,앰플,예 (3.4oz/100 ml 이상 또는 동일),예,"화장품 앰플은 액체류로 분류되어, 기내 반입 시 100ml 이하의 개별 용기에 담아 1L 투명 지퍼백 안에 넣어야 합니다.",Ampoule,"Cosmetic ampoules are classified as liquids. For carry-on, they must be in individual containers of 100ml or less and placed within a 1L transparent zip-top bag.",ADD
501,충전 케이블,예,예,,Charging Cable,,ADD
