location_id,table_title,table_title_ko,category,category_ko,budget,mid_range,luxury
66,Cochabamba on a Budget,코차 바바의 예산,Accommodation,숙박,11,25,50
66,Cochabamba on a Budget,코차 바바의 예산,Local Transportation,지역 교통,6,16,42
66,Cochabamba on a Budget,코차 바바의 예산,Food,음식,17,38,78
66,Cochabamba on a Budget,코차 바바의 예산,Entertainment,엔터테인먼트,11,25,48
66,Cochabamba on a Budget,코차 바바의 예산,Alcohol,주류,3 - 10,7 - 22,14 - 41
67,Copacabana on a Budget,코파카바나의 예산,Accommodation,숙박,4,11,28
67,Copacabana on a Budget,코파카바나의 예산,Local Transportation,지역 교통,5,14,36
67,Copacabana on a Budget,코파카바나의 예산,Food,음식,12,30,66
67,Copacabana on a Budget,코파카바나의 예산,Entertainment,엔터테인먼트,8,19,41
67,Copacabana on a Budget,코파카바나의 예산,Alcohol,주류,2 - 7,6 - 18,13 - 39
68,La Paz on a Budget,라파스의 예산,Accommodation,숙박,7,16,35
68,La Paz on a Budget,라파스의 예산,Local Transportation,지역 교통,4,9,28
68,La Paz on a Budget,라파스의 예산,Food,음식,12,29,64
68,La Paz on a Budget,라파스의 예산,Entertainment,엔터테인먼트,6,16,39
68,La Paz on a Budget,라파스의 예산,Alcohol,주류,2 - 7,5 - 16,12 - 35
69,Santa Cruz de la Sierra on a Budget,산타 크루즈 드 라 시에라의 예산,Accommodation,숙박,10,23,47
69,Santa Cruz de la Sierra on a Budget,산타 크루즈 드 라 시에라의 예산,Local Transportation,지역 교통,4,10,24
69,Santa Cruz de la Sierra on a Budget,산타 크루즈 드 라 시에라의 예산,Food,음식,14,34,79
69,Santa Cruz de la Sierra on a Budget,산타 크루즈 드 라 시에라의 예산,Entertainment,엔터테인먼트,8,19,35
69,Santa Cruz de la Sierra on a Budget,산타 크루즈 드 라 시에라의 예산,Alcohol,주류,3 - 9,7 - 21,12 - 37
70,Sucre on a Budget,수크레의 예산,Accommodation,숙박,5,11,24
70,Sucre on a Budget,수크레의 예산,Local Transportation,지역 교통,4,12,36
70,Sucre on a Budget,수크레의 예산,Food,음식,13,32,71
70,Sucre on a Budget,수크레의 예산,Entertainment,엔터테인먼트,6,16,40
70,Sucre on a Budget,수크레의 예산,Alcohol,주류,3 - 8,6 - 19,15 - 44
71,Bosnia and Herzegowina on a Budget,보스니아와 헤르체고리나의 예산,Accommodation,숙박,14,35,84
71,Bosnia and Herzegowina on a Budget,보스니아와 헤르체고리나의 예산,Local Transportation,지역 교통,3.52,8.63,20
71,Bosnia and Herzegowina on a Budget,보스니아와 헤르체고리나의 예산,Food,음식,20,50,126
71,Bosnia and Herzegowina on a Budget,보스니아와 헤르체고리나의 예산,Entertainment,엔터테인먼트,4.08,9.81,22
71,Bosnia and Herzegowina on a Budget,보스니아와 헤르체고리나의 예산,Alcohol,주류,1 - 3,2 - 7,5 - 16
72,Mostar on a Budget,모스타르의 예산,Accommodation,숙박,16,40,91
72,Mostar on a Budget,모스타르의 예산,Local Transportation,지역 교통,4,9,22
72,Mostar on a Budget,모스타르의 예산,Food,음식,20,49,118
72,Mostar on a Budget,모스타르의 예산,Entertainment,엔터테인먼트,4,10,21
72,Mostar on a Budget,모스타르의 예산,Alcohol,주류,1 - 3,2 - 6,4 - 12
73,Sarajevo on a Budget,사라예보의 예산,Accommodation,숙박,12,30,74
73,Sarajevo on a Budget,사라예보의 예산,Local Transportation,지역 교통,3,8,17
73,Sarajevo on a Budget,사라예보의 예산,Food,음식,23,58,151
73,Sarajevo on a Budget,사라예보의 예산,Entertainment,엔터테인먼트,5,13,33
73,Sarajevo on a Budget,사라예보의 예산,Alcohol,주류,2 - 5,4 - 12,10 - 31
74,Botswana on a Budget,보츠와나의 예산,Accommodation,숙박,13,30,55
74,Botswana on a Budget,보츠와나의 예산,Local Transportation,지역 교통,1.88,4.45,9.41
74,Botswana on a Budget,보츠와나의 예산,Food,음식,11,27,57
74,Botswana on a Budget,보츠와나의 예산,Entertainment,엔터테인먼트,15,34,66
74,Botswana on a Budget,보츠와나의 예산,Alcohol,주류,2 - 5,4 - 11,8 - 23
75,Brazil on a Budget,브라질의 예산,Accommodation,숙박,15,39,113
75,Brazil on a Budget,브라질의 예산,Local Transportation,지역 교통,4.43,12,32
75,Brazil on a Budget,브라질의 예산,Food,음식,12,30,78
75,Brazil on a Budget,브라질의 예산,Entertainment,엔터테인먼트,5.34,14,39
75,Brazil on a Budget,브라질의 예산,Alcohol,주류,2 - 6,5 - 15,13 - 40
76,Brasilia on a Budget,브라질리아의 예산,Accommodation,숙박,14,33,73
76,Brasilia on a Budget,브라질리아의 예산,Local Transportation,지역 교통,9,21,40
76,Brasilia on a Budget,브라질리아의 예산,Food,음식,22,52,115
76,Brasilia on a Budget,브라질리아의 예산,Entertainment,엔터테인먼트,8,18,41
76,Brasilia on a Budget,브라질리아의 예산,Alcohol,주류,3 - 8,7 - 20,18 - 55
77,Buzios on a Budget,이층의 예산,Accommodation,숙박,16,35,63
77,Buzios on a Budget,이층의 예산,Local Transportation,지역 교통,8,18,34
77,Buzios on a Budget,이층의 예산,Food,음식,15,39,108
77,Buzios on a Budget,이층의 예산,Entertainment,엔터테인먼트,11,25,48
77,Buzios on a Budget,이층의 예산,Alcohol,주류,4 - 11,8 - 24,16 - 47
78,Curitiba on a Budget,쿠리 티바의 예산,Accommodation,숙박,12,28,68
78,Curitiba on a Budget,쿠리 티바의 예산,Local Transportation,지역 교통,7,15,27
78,Curitiba on a Budget,쿠리 티바의 예산,Food,음식,19,46,113
78,Curitiba on a Budget,쿠리 티바의 예산,Entertainment,엔터테인먼트,8,18,35
78,Curitiba on a Budget,쿠리 티바의 예산,Alcohol,주류,3 - 8,6 - 19,15 - 45
79,Florianopolis on a Budget,플로리아노폴리스의 예산,Accommodation,숙박,10,24,58
79,Florianopolis on a Budget,플로리아노폴리스의 예산,Local Transportation,지역 교통,5,13,32
79,Florianopolis on a Budget,플로리아노폴리스의 예산,Food,음식,13,35,99
79,Florianopolis on a Budget,플로리아노폴리스의 예산,Entertainment,엔터테인먼트,11,24,44
79,Florianopolis on a Budget,플로리아노폴리스의 예산,Alcohol,주류,2 - 5,4 - 12,11 - 33
80,Fortaleza on a Budget,포르탈레자의 예산,Accommodation,숙박,12,28,59
80,Fortaleza on a Budget,포르탈레자의 예산,Local Transportation,지역 교통,8,20,41
80,Fortaleza on a Budget,포르탈레자의 예산,Food,음식,17,39,78
80,Fortaleza on a Budget,포르탈레자의 예산,Entertainment,엔터테인먼트,6,14,36
80,Fortaleza on a Budget,포르탈레자의 예산,Alcohol,주류,2 - 6,5 - 14,12 - 35
81,Foz do Iguacu on a Budget,포스두이과수의 예산,Accommodation,숙박,12,28,54
81,Foz do Iguacu on a Budget,포스두이과수의 예산,Local Transportation,지역 교통,5,13,31
81,Foz do Iguacu on a Budget,포스두이과수의 예산,Food,음식,15,36,84
81,Foz do Iguacu on a Budget,포스두이과수의 예산,Entertainment,엔터테인먼트,10,23,44
81,Foz do Iguacu on a Budget,포스두이과수의 예산,Alcohol,주류,2 - 7,6 - 17,11 - 32
82,Ilha Grande on a Budget,일랴그란지의 예산,Accommodation,숙박,15,35,66
82,Ilha Grande on a Budget,일랴그란지의 예산,Local Transportation,지역 교통,7,17,32
82,Ilha Grande on a Budget,일랴그란지의 예산,Food,음식,15,34,65
82,Ilha Grande on a Budget,일랴그란지의 예산,Entertainment,엔터테인먼트,3,6,12
82,Ilha Grande on a Budget,일랴그란지의 예산,Alcohol,주류,2 - 7,5 - 15,10 - 29
83,Manaus on a Budget,마나우스의 예산,Accommodation,숙박,40,40,40
83,Manaus on a Budget,마나우스의 예산,Local Transportation,지역 교통,7,7,7
83,Manaus on a Budget,마나우스의 예산,Food,음식,16,20,28
83,Manaus on a Budget,마나우스의 예산,Alcohol,주류,1 - 2,1 - 4,3 - 10
84,Recife on a Budget,레시페의 예산,Accommodation,숙박,33,83,210
84,Recife on a Budget,레시페의 예산,Local Transportation,지역 교통,8,8,8
84,Recife on a Budget,레시페의 예산,Food,음식,52,114,193
84,Recife on a Budget,레시페의 예산,Entertainment,엔터테인먼트,4,11,31
85,Rio de Janeiro on a Budget,리우데 자네이로의 예산,Accommodation,숙박,24,62,168
85,Rio de Janeiro on a Budget,리우데 자네이로의 예산,Local Transportation,지역 교통,3,8,20
85,Rio de Janeiro on a Budget,리우데 자네이로의 예산,Food,음식,13,33,85
85,Rio de Janeiro on a Budget,리우데 자네이로의 예산,Entertainment,엔터테인먼트,8,20,57
85,Rio de Janeiro on a Budget,리우데 자네이로의 예산,Alcohol,주류,2 - 6,6 - 17,17 - 50
86,Salvador on a Budget,살바도르의 예산,Accommodation,숙박,9,23,52
86,Salvador on a Budget,살바도르의 예산,Local Transportation,지역 교통,2,6,15
86,Salvador on a Budget,살바도르의 예산,Food,음식,9,21,48
86,Salvador on a Budget,살바도르의 예산,Entertainment,엔터테인먼트,2,5,13
86,Salvador on a Budget,살바도르의 예산,Alcohol,주류,1 - 3,3 - 8,6 - 18
87,Sao Paulo on a Budget,상파울루의 예산,Accommodation,숙박,9,28,94
87,Sao Paulo on a Budget,상파울루의 예산,Local Transportation,지역 교통,2,6,13
87,Sao Paulo on a Budget,상파울루의 예산,Food,음식,10,24,48
87,Sao Paulo on a Budget,상파울루의 예산,Entertainment,엔터테인먼트,2,4,7
87,Sao Paulo on a Budget,상파울루의 예산,Alcohol,주류,1 - 2,2 - 5,3 - 9
88,the British Virgin Islands on a Budget,the British Virgin Islands의 예산,Accommodation,숙박,94,220,449
88,the British Virgin Islands on a Budget,the British Virgin Islands의 예산,Local Transportation,지역 교통,12,29,61
88,the British Virgin Islands on a Budget,the British Virgin Islands의 예산,Food,음식,51,118,238
88,the British Virgin Islands on a Budget,the British Virgin Islands의 예산,Entertainment,엔터테인먼트,34,79,155
88,the British Virgin Islands on a Budget,the British Virgin Islands의 예산,Alcohol,주류,5 - 16,12 - 37,25 - 75
89,Bulgaria on a Budget,불가리아의 예산,Accommodation,숙박,17,41,83
89,Bulgaria on a Budget,불가리아의 예산,Local Transportation,지역 교통,6.08,15,37
89,Bulgaria on a Budget,불가리아의 예산,Food,음식,11,30,82
89,Bulgaria on a Budget,불가리아의 예산,Entertainment,엔터테인먼트,4.73,12,27
89,Bulgaria on a Budget,불가리아의 예산,Alcohol,주류,2 - 5,4 - 13,10 - 30
90,Plovdiv on a Budget,플로브디프의 예산,Accommodation,숙박,21,48,90
90,Plovdiv on a Budget,플로브디프의 예산,Local Transportation,지역 교통,11,24,46
90,Plovdiv on a Budget,플로브디프의 예산,Food,음식,18,40,77
90,Plovdiv on a Budget,플로브디프의 예산,Entertainment,엔터테인먼트,7,17,32
90,Plovdiv on a Budget,플로브디프의 예산,Alcohol,주류,2 - 7,5 - 16,10 - 30
91,Sofia on a Budget,소피아의 예산,Accommodation,숙박,18,44,97
91,Sofia on a Budget,소피아의 예산,Local Transportation,지역 교통,4,9,25
91,Sofia on a Budget,소피아의 예산,Food,음식,14,35,81
91,Sofia on a Budget,소피아의 예산,Entertainment,엔터테인먼트,3,6,13
91,Sofia on a Budget,소피아의 예산,Alcohol,주류,2 - 6,5 - 14,9 - 26
92,Varna on a Budget,바나의 예산,Accommodation,숙박,17,38,72
92,Varna on a Budget,바나의 예산,Local Transportation,지역 교통,4,10,20
92,Varna on a Budget,바나의 예산,Food,음식,19,44,85
92,Varna on a Budget,바나의 예산,Entertainment,엔터테인먼트,4,9,18
92,Varna on a Budget,바나의 예산,Alcohol,주류,2 - 6,5 - 14,9 - 27
93,Burkina Faso on a Budget,부르 키나 파소의 예산,Accommodation,숙박,6.52,14,23
93,Burkina Faso on a Budget,부르 키나 파소의 예산,Local Transportation,지역 교통,5.01,12,26
93,Burkina Faso on a Budget,부르 키나 파소의 예산,Food,음식,5.64,12,18
93,Burkina Faso on a Budget,부르 키나 파소의 예산,Alcohol,주류,1 - 3,1 - 3,1 - 3
94,Cambodia on a Budget,캄보디아의 예산,Accommodation,숙박,7.71,23,78
94,Cambodia on a Budget,캄보디아의 예산,Local Transportation,지역 교통,2.88,7.59,21
94,Cambodia on a Budget,캄보디아의 예산,Food,음식,11,27,61
94,Cambodia on a Budget,캄보디아의 예산,Entertainment,엔터테인먼트,5.58,15,44
94,Cambodia on a Budget,캄보디아의 예산,Alcohol,주류,1 - 4,3 - 9,8 - 24
95,Kampong Cham on a Budget,캄폰 샹의 예산,Accommodation,숙박,9,20,38
95,Kampong Cham on a Budget,캄폰 샹의 예산,Local Transportation,지역 교통,3,8,15
95,Kampong Cham on a Budget,캄폰 샹의 예산,Food,음식,5,11,22
95,Kampong Cham on a Budget,캄폰 샹의 예산,Entertainment,엔터테인먼트,3,6,11
95,Kampong Cham on a Budget,캄폰 샹의 예산,Alcohol,주류,1 - 4,3 - 8,5 - 16
96,Phnom Penh on a Budget,프놈펜의 예산,Accommodation,숙박,4,12,40
96,Phnom Penh on a Budget,프놈펜의 예산,Local Transportation,지역 교통,3,8,21
96,Phnom Penh on a Budget,프놈펜의 예산,Food,음식,9,23,54
96,Phnom Penh on a Budget,프놈펜의 예산,Entertainment,엔터테인먼트,3,8,19
96,Phnom Penh on a Budget,프놈펜의 예산,Alcohol,주류,1 - 3,2 - 7,6 - 18
97,Siem Reap on a Budget,시엠레아프의 예산,Accommodation,숙박,16,52,196
97,Siem Reap on a Budget,시엠레아프의 예산,Local Transportation,지역 교통,3,9,24
97,Siem Reap on a Budget,시엠레아프의 예산,Food,음식,11,28,64
97,Siem Reap on a Budget,시엠레아프의 예산,Entertainment,엔터테인먼트,12,30,79
97,Siem Reap on a Budget,시엠레아프의 예산,Alcohol,주류,2 - 7,6 - 17,13 - 39
98,Sihanoukville on a Budget,시한옥발의 예산,Accommodation,숙박,8,23,70
98,Sihanoukville on a Budget,시한옥발의 예산,Local Transportation,지역 교통,5,14,38
98,Sihanoukville on a Budget,시한옥발의 예산,Food,음식,13,32,74
98,Sihanoukville on a Budget,시한옥발의 예산,Entertainment,엔터테인먼트,2,5,14
98,Sihanoukville on a Budget,시한옥발의 예산,Alcohol,주류,1 - 3,2 - 7,6 - 18
99,Cameroon on a Budget,카메룬의 예산,Accommodation,숙박,24,26,30
99,Cameroon on a Budget,카메룬의 예산,Local Transportation,지역 교통,14,32,62
99,Cameroon on a Budget,카메룬의 예산,Food,음식,19,22,29
99,Cameroon on a Budget,카메룬의 예산,Entertainment,엔터테인먼트,4.14,9.26,16
99,Cameroon on a Budget,카메룬의 예산,Alcohol,주류,2 - 5,4 - 12,7 - 21
100,Canada on a Budget,캐나다의 예산,Accommodation,숙박,33,93,291
100,Canada on a Budget,캐나다의 예산,Local Transportation,지역 교통,8.39,22,64
100,Canada on a Budget,캐나다의 예산,Food,음식,24,63,180
100,Canada on a Budget,캐나다의 예산,Entertainment,엔터테인먼트,9.37,24,64
100,Canada on a Budget,캐나다의 예산,Alcohol,주류,3 - 10,8 - 25,23 - 68
101,Banff on a Budget,밴프의 예산,Accommodation,숙박,16,38,84
101,Banff on a Budget,밴프의 예산,Local Transportation,지역 교통,2,5,10
101,Banff on a Budget,밴프의 예산,Food,음식,22,49,96
101,Banff on a Budget,밴프의 예산,Entertainment,엔터테인먼트,5,12,24
101,Banff on a Budget,밴프의 예산,Alcohol,주류,2 - 6,5 - 14,9 - 27
102,Alberta on a Budget,Alberta의 예산,Accommodation,숙박,27,66,155
102,Alberta on a Budget,Alberta의 예산,Local Transportation,지역 교통,7,19,59
102,Alberta on a Budget,Alberta의 예산,Food,음식,20,47,91
102,Alberta on a Budget,Alberta의 예산,Entertainment,엔터테인먼트,6,13,28
102,Alberta on a Budget,Alberta의 예산,Alcohol,주류,2 - 7,5 - 16,11 - 33
103,Prince Edward Island on a Budget,Prince Edward Island의 예산,Accommodation,숙박,693,"2,608","11,507"
103,Prince Edward Island on a Budget,Prince Edward Island의 예산,Local Transportation,지역 교통,227,858,"3,792"
103,Prince Edward Island on a Budget,Prince Edward Island의 예산,Food,음식,671,"2,684","12,466"
103,Prince Edward Island on a Budget,Prince Edward Island의 예산,Entertainment,엔터테인먼트,690,"2,811","13,233"
103,Prince Edward Island on a Budget,Prince Edward Island의 예산,Alcohol,주류,191 - 573,"781 - 2,344","3,694 - 11,081"
104,Edmonton on a Budget,에드먼턴의 예산,Accommodation,숙박,41,102,250
104,Edmonton on a Budget,에드먼턴의 예산,Local Transportation,지역 교통,34,79,164
104,Edmonton on a Budget,에드먼턴의 예산,Food,음식,11,27,68
104,Edmonton on a Budget,에드먼턴의 예산,Entertainment,엔터테인먼트,91,91,91
105,Nova Scotia on a Budget,Nova Scotia의 예산,Accommodation,숙박,755,"3,522","18,182"
105,Nova Scotia on a Budget,Nova Scotia의 예산,Local Transportation,지역 교통,386,"1,851","9,712"
105,Nova Scotia on a Budget,Nova Scotia의 예산,Food,음식,891,"3,758","18,148"
105,Nova Scotia on a Budget,Nova Scotia의 예산,Entertainment,엔터테인먼트,470,"2,062","10,243"
105,Nova Scotia on a Budget,Nova Scotia의 예산,Alcohol,주류,80 - 240,"368 - 1,103","1,882 - 5,646"
106,Hope on a Budget,희망의 예산,Accommodation,숙박,9,9,9
106,Hope on a Budget,희망의 예산,Food,음식,38,38,38
106,Hope on a Budget,희망의 예산,Alcohol,주류,5 - 15,5 - 15,5 - 15
107,Jasper National Park on a Budget,재스퍼 국립 공원의 예산,Accommodation,숙박,19,45,99
107,Jasper National Park on a Budget,재스퍼 국립 공원의 예산,Local Transportation,지역 교통,8,19,38
107,Jasper National Park on a Budget,재스퍼 국립 공원의 예산,Food,음식,18,41,81
107,Jasper National Park on a Budget,재스퍼 국립 공원의 예산,Entertainment,엔터테인먼트,3,8,15
